Country,Country Code,Region,Date,Year,Number of MPs,Percent female MPs,Mean age,Median age,Percent MPs aged 30 or under,Percent MPs aged 35 or under,Percent MPs aged 40 or under,Percent MPs aged 41 to 60,Percent MPs aged 61 or over,Percent female MPs aged 30 or under,Percent female MPs aged 35 or under,Percent female MPs aged 40 or under,Percent female MPs aged 41 to 60,Percent female MPs aged 61 or over,Age Representation Index 30 or under (ARI 30),Age Representation Index 35 or under (ARI 35),Age Representation Index 40 or under (ARI 40),Age Representation Index 41 to 60 (ARI 41 to 60),Age Representation Index 61 or over (ARI 61 plus),Coverage MPs,Coverage Age,Coverage Gender
"Switzerland","CHE","Western Europe","1967-12-04","1967","200","0","52.6","53","0","2.3","7","78","15","0","2.3","0","0","0","0","0.06","0.14","4.35","0.87","107","100","100"
"Switzerland","CHE","Western Europe","1971-11-29","1971","200","6.7","51.4","51","1.9","2.9","10.5","75.7","13.8","14.3","2.9","21.4","78.6","0","0.07","0.07","0.21","4.36","0.77","105","100","100"
"Switzerland","CHE","Western Europe","1975-12-01","1975","200","8.3","51.4","51","1.4","5","11.9","72.2","16","0","5","22.2","55.6","22.2","0.05","0.13","0.24","4.28","0.84","110","100","100"
"Switzerland","CHE","Western Europe","1979-11-29","1979","200","11","49.7","51","1.9","6.2","17.1","71","11.9","4.4","6.2","26.1","56.5","17.4","0.07","0.16","0.36","4.27","0.59","105","100","100"
"Switzerland","CHE","Western Europe","1983-11-28","1983","200","11.3","50.4","52","0.9","5.2","15.1","75","9.9","4.2","5.2","25","70.8","4.2","0.04","0.14","0.32","4.52","0.49","106","100","100"
"Switzerland","CHE","Western Europe","1987-11-30","1987","200","15.4","49.6","49.5","0.9","3.7","16.4","75.2","8.4","3","3.7","39.4","60.6","0","0.04","0.1","0.34","4.57","0.42","107","100","100"
"Switzerland","CHE","Western Europe","1991-11-25","1991","200","19.1","49.2","48.5","0","4.6","14.1","75.5","10.5","0","4.6","16.7","81","2.4","0","0.17","0.41","2.1","0.42","110","100","100"
"Switzerland","CHE","Western Europe","1995-12-04","1995","200","24.1","50","50","0","1.9","9.8","82.6","7.6","0","1.8","16.7","81.5","1.9","0.03","0.07","0.29","2.26","0.3","112","100","100"
"Switzerland","CHE","Western Europe","1999-12-06","1999","200","24.1","50.3","51","1.4","3.8","8.5","84.9","6.6","3.9","3.8","15.7","78.4","5.9","0.09","0.16","0.26","2.25","0.26","106","100","100"
"Switzerland","CHE","Western Europe","2003-12-01","2003","200","25.8","50.6","51","3.1","6.2","12","76","12","8.6","6.2","22.4","72.4","5.2","0.21","0.28","0.39","1.95","0.46","113","100","100"
"Switzerland","CHE","Western Europe","2007-12-03","2007","200","29","50.7","52","3.6","0.1","12.7","75.6","11.8","6.3","9.1","20.3","76.6","3.1","0.25","0.42","0.43","1.87","0.43","111","100","100"
"Switzerland","CHE","Western Europe","2011-12-05","2011","200","29.4","50","51","3.9","11.4","19.7","67.1","13.2","4.5","11.4","28.4","61.2","10.5","0.27","0.52","0.68","1.66","0.48","114","100","100"
"Switzerland","CHE","Western Europe","2015-11-30","2015","200","32","49.2","50","3.6","12","23.1","63.1","13.8","5.6","13.9","29.2","56.9","13.9","0.24","0.55","0.81","1.57","0.49","113","100","100"
"Switzerland","CHE","Western Europe","2019-12-02","2019","200","40","47.9","48.5","4.5","11","28","60.5","11.5","6.3","16.3","28.8","62.5","8.8","0.15","0.27","0.53","1.83","0.81","100","100","100"
"Syria","SYR","Middle East and North Africa","2012-05-24","2012","250","0","58.6","52","1.5","4.4","12.4","66.4","21.2","0","0","0","0","0","0.06","0.14","0.34","2.29","1.21","110","100","2"
"Taiwan","TWN","Asia","2012-02-01","2012","113","36.6","51.9","53.5","0","2.7","14.6","68.2","17.3","0","2.7","25","65","10","0","0.11","0.43","1.68","0.82","99","98","100"
"Taiwan","TWN","Asia","2016-01-16","2016","113","37.6","50.9","51","0.9","2.6","10.3","74.4","15.4","2.3","4.6","15.9","75","9.1","0.05","0.11","0.31","1.81","0.65","104","100","100"
"Tanzania","TZA","Sub-Saharan Africa","2000-10-29","2000","274","20.6","37.9","48","3","12.1","22.2","73.7","5.1","0","12.1","20.7","79.3","0","0.14","0.43","0.68","2.64","0.27","103","35","99"
"Tanzania","TZA","Sub-Saharan Africa","2005-10-30","2005","274","30.5","44.4","50","3.4","8.7","19.8","73","7.7","4.1","8.7","23.3","71.2","5.5","0.16","0.31","0.6","2.62","0.4","117","64","100"
"Tanzania","TZA","Sub-Saharan Africa","2010-10-31","2010","357","35.4","46","49","4.7","11.3","22","67.4","11","6.7","11.3","26.1","64.7","9.2","0.23","0.41","0.66","2.4","0.57","98","96","100"
"Tanzania","TZA","Sub-Saharan Africa","2015-11-17","2015","392","34.6","44.4","47","5.6","14","30.5","60.7","9.1","11.5","23","41.7","46.8","11.5","0.27","0.51","0.93","2.12","0.48","105","96","95"
"Thailand","THA","Asia","2014-08-07","2014","500","4.8","60.8","59","0","0","0","59.3","40.7","0","0","0","66.7","33.3","0","0","0","1.45","1.96","55","30","81"
"Togo","TGO","Sub-Saharan Africa","2013-08-20","2013","81","18.7","60.7","61","0","0","0","33.3","66.7","0","0","0","100","0","0","0","0","1.15","3.5","112","3","100"
"Togo","TGO","Sub-Saharan Africa","2018-12-21","2018","81","3.3","58","58","0","0","0","100","0","0","0","0","0","0","0","0","0","3.36","0","112","1","11"
"Tonga","TON","Pacific","2014-12-29","2014","26","3.7","53.1","53","6.3","6.3","12.5","56.3","31.3","100","100","100","0","0","0.3","0.23","0.39","1.76","1.49","104","59","100"
"Tunisia","TUN","Middle East and North Africa","2012-02-14","2012","217","34.5","49.8","50","7","12.3","19.3","66.7","14","22.2","33.3","38.9","61.1","0","0.35","0.43","0.53","1.89","0.74","104","25","100"
"Turkey","TUR","Eastern Europe","1950-05-22","1950","487","0.8","46.8","45","1.2","13.8","35.8","53","11.2","0","13.8","66.7","0","33.3","0.04","0.28","0.57","3.2","1.64","101","78","71"
"Turkey","TUR","Eastern Europe","1954-05-14","1954","541","1.3","46.4","44","0","10.8","31","56.6","12.4","0","10.8","57.1","42.9","0","0.01","0.22","0.5","3.49","1.69","99","84","76"
"Turkey","TUR","Eastern Europe","1957-11-01","1957","610","1.2","47","46","0","9.5","28.4","61","10.9","0","9.5","28.6","71.4","0","0.01","0.18","0.46","3.8","1.49","98","72","65"
"Turkey","TUR","Eastern Europe","1961-10-25","1961","450","0.9","43.5","41","1.5","20.2","48.9","45.3","5.7","0","20.2","50","25","25","0.04","0.38","0.79","2.95","0.77","100","74","68"
"Turkey","TUR","Eastern Europe","1965-10-22","1965","450","1.3","45","43","0.8","8.5","32.2","63","4.8","0","8.5","33.3","66.7","0","0.02","0.16","0.51","4.4","0.56","101","78","73"
"Turkey","TUR","Eastern Europe","1969-10-22","1969","450","1.8","45.3","45","0","7.3","25.7","70.7","3.6","0","7.3","0","100","0","0.01","0.14","0.4","4.96","0.4","100","73","70"
"Turkey","TUR","Eastern Europe","1973-10-24","1973","450","0.9","45.8","46","1.2","8.1","26.5","70.7","3.1","0","8.1","0","100","0","0.03","0.16","0.42","4.96","0.32","101","71","68"
"Turkey","TUR","Eastern Europe","1977-06-13","1977","450","0.7","47.6","47","1","6.8","21.1","73.7","5.5","0","6.8","0","100","0","0.03","0.14","0.35","5.13","0.53","100","68","68"
"Turkey","TUR","Eastern Europe","1983-11-24","1983","400","2.8","48.6","49","2.6","16.2","32.5","50","17.5","0","16.2","18.2","45.5","36.4","0.12","0.59","0.99","1.67","0.93","100","57","55"
"Turkey","TUR","Eastern Europe","1987-12-14","1987","450","1.6","47.2","46","0.6","8.7","26.9","61.5","11.5","0","8.7","14.3","71.4","14.3","0.03","0.3","0.79","2","0.6","100","69","65"
"Turkey","TUR","Eastern Europe","1991-11-06","1991","450","2.2","47.7","47","1.6","3.7","20.3","69.5","10.6","10","3.7","10","70","20","0.07","0.13","0.58","2.25","0.55","100","71","73"
"Turkey","TUR","Eastern Europe","1996-01-08","1996","550","2.4","50.6","50","0","2.1","8.6","77.6","13.8","0","2.1","15.4","61.5","23.1","0","0.07","0.24","2.56","0.74","100","70","71"
"Turkey","TUR","Eastern Europe","1999-04-18","1999","550","2.4","51.1","50","0","1.3","8.9","79.1","12","0","1.3","8.3","91.7","0","0","0.04","0.24","2.61","0.65","100","58","59"
"Turkey","TUR","Eastern Europe","2002-11-14","2002","550","2.4","49.2","49","0.7","6","18.4","69.2","12.4","0","6","38.5","46.2","15.4","0.03","0.2","0.5","2.24","0.68","100","51","54"
"Turkey","TUR","Eastern Europe","2007-07-23","2007","550","8","51.4","52","0","4","10","75.7","14.3","0","4","35","60","5","0","0.13","0.27","2.32","0.78","100","67","70"
"Turkey","TUR","Eastern Europe","2011-06-28","2011","550","10","50.9","51","1","4.8","13.7","68.5","17.8","2","4.8","28","66","6","0.05","0.17","0.37","2.01","0.95","100","72","74"
"Turkey","TUR","Eastern Europe","2015-11-17","2015","550","10.9","51.1","51","2.2","4.7","10.9","73.8","15.3","7.4","13","25.9","70.4","3.7","0.12","0.17","0.3","2.09","0.79","100","65","63"
"Turkey","TUR","Eastern Europe","2015-06-23","2015","550","11.1","51.2","51","2.3","4.8","11.1","73","15.9","5.5","4.8","23.6","72.7","3.6","0.12","0.17","0.31","2.06","0.83","100","64","62"
"Turks and Caicos Islands","TCA","South and Central America","2011-09-12","2011","21","36.8","50.7","53","14.3","14.3","28.6","28.6","42.9","33.3","14.3","33.3","66.7","0","0.69","0.44","0.65","0.89","3.27","71","33","73"
"Turks and Caicos Islands","TCA","South and Central America","2016-12-15","2016","21","33.3","53.2","57","0","20","20","40","40","0","33.3","33.3","66.7","0","0","0.7","0.5","1.09","2.8","90","37","95"
"Tuvalu","TUV","Pacific","2008-03-06","2008","15","0","58","52","0","0","0","60","40","0","0","0","0","0","0","0","0","1.68","2.07","100","33","100"
"Tuvalu","TUV","Pacific","2010-09-16","2010","15","5","56.7","55","0","0","0","85.7","14.3","0","0","0","0","0","0","0","0","2.47","0.79","133","35","100"
"Tuvalu","TUV","Pacific","2015-03-31","2015","15","6.7","60.2","59.5","0","0","0","66.7","33.3","0","0","0","100","0","0","0","0","2.05","1.75","100","40","100"
"Uganda","UGA","Sub-Saharan Africa","2011-05-16","2011","426","35.1","45.6","44.5","6.4","16","35.6","55.9","8.6","9.9","16","39.7","56.5","3.8","0.32","0.63","1.2","2.03","0.41","90","97","100"
"Uganda","UGA","Sub-Saharan Africa","2016-05-16","2016","426","33.1","48.4","47","1.4","9.9","23.1","62.7","14.2","1.3","13.3","30.7","61.3","8","0.07","0.38","0.76","2.3","0.71","101","49","100"
"Ukraine","UKR","Eastern Europe","2014-11-27","2014","450","11.1","44.1","43","4.9","20","38.1","57.1","4.9","11.8","30.9","58.8","38.2","2.9","0.29","0.81","1.18","1.45","0.18","137","100","100"
"United Kingdom","GBR","Western Europe","1997-05-01","1997","659","18.1","49.2","49","1.9","6.3","17.4","72.5","10.2","4","6.3","21.8","71.8","6.5","0.12","0.26","0.55","2","0.37","104","100","100"
"United Kingdom","GBR","Western Europe","2001-06-07","2001","659","17.8","50.2","50","1","5.7","14.7","73.6","11.8","1.7","5.7","11.6","80.2","8.3","0.07","0.25","0.48","1.98","0.44","103","100","100"
"United Kingdom","GBR","Western Europe","2005-05-05","2005","646","19.5","51.3","52","0.6","5.7","15.5","68.1","16.5","2.3","5.7","16","71.8","12.2","0.04","0.25","0.52","1.78","0.61","104","100","100"
"United Kingdom","GBR","Western Europe","2010-05-06","2010","650","22.2","49.8","50","2.5","9.2","21.3","63","15.8","5.4","9.2","25.5","64.4","10.1","0.16","0.41","0.73","1.61","0.57","103","100","100"
"United Kingdom","GBR","Western Europe","2015-05-08","2015","650","30.1","50.5","50","2.4","8.5","18.6","64.5","16.9","3","8.5","24.1","65.3","10.6","0.15","0.38","0.65","1.66","0.58","102","100","100"
"United Kingdom","GBR","Western Europe","2006-09-17","2006","650","32.4","51.1","51","2.4","8.3","19","60.8","20.2","3.2","10.6","22.5","61.5","16.1","0.15","0.37","0.66","1.58","0.69","104","100","100"
"United States of America","USA","North America","1981-01-06","1981","435","4.7","49.3","49","2","8.5","22.3","63","14.7","0","8.5","9.5","71.4","19.1","0.09","0.28","0.62","1.99","0.59","103","100","100"
"United States of America","USA","North America","1983-01-06","1983","435","4.7","49.7","49","0.9","8.1","20.2","63.4","16.4","0","8.1","14.3","66.7","19.1","0.04","0.27","0.55","2.01","0.65","102","100","100"
"United States of America","USA","North America","1985-01-06","1985","435","5.2","50.7","49.5","0","5.6","16.4","66","17.6","0","5.6","13","60.9","26.1","0.02","0.19","0.44","2.08","0.7","102","100","100"
"United States of America","USA","North America","1987-01-06","1987","435","5.4","51.7","50","0","3.4","14.7","66.7","18.5","0","3.4","8.3","70.8","20.8","0.01","0.12","0.4","2.08","0.74","103","100","100"
"United States of America","USA","North America","1989-01-06","1989","435","6.5","52.4","51","0","1.3","10.5","68.3","21.2","0","1.3","10.3","69","20.7","0","0.05","0.29","2.09","0.84","103","100","100"
"United States of America","USA","North America","1991-01-06","1991","435","6.7","53.5","52","0","1.3","8.9","65.9","25.2","0","1.3","10","66.7","23.3","0","0.05","0.25","1.99","0.99","103","100","100"
"United States of America","USA","North America","1993-01-06","1993","435","10.7","52.3","51","0","3.3","11.4","64.4","24.2","0","3.1","10.4","66.7","22.9","0","0.12","0.33","1.91","0.94","103","100","100"
"United States of America","USA","North America","1995-01-06","1995","435","11","51.9","51","0.7","2.9","11.7","67.1","21.2","0","2.9","10.2","69.4","20.4","0.04","0.12","0.35","1.93","0.82","102","100","100"
"United States of America","USA","North America","1997-01-06","1997","435","12.7","52.5","52","0","2.7","10.9","67.9","21.2","0","2.7","8.8","70.2","21.1","0.03","0.11","0.33","1.89","0.82","103","100","100"
"United States of America","USA","North America","1999-01-06","1999","435","13.1","53.6","53","0","2","7.5","69.2","23.3","0","2","6.9","58.6","34.5","0.03","0.09","0.23","1.87","0.9","102","100","100"
"United States of America","USA","North America","2001-06-01","2001","435","13.9","54.3","54","0","1.3","9","66.9","24.2","0","1.3","4.8","61.3","33.9","0.01","0.06","0.28","1.77","0.93","103","100","100"
"United States of America","USA","North America","2003-01-06","2003","435","14.2","55","56","0.7","1.8","6.1","65.8","28.2","0","1.8","3.2","63.5","33.3","0.04","0.08","0.2","1.71","1.09","102","100","100"
"United States of America","USA","North America","2005-01-06","2005","435","16","56.1","57","0","2.3","5.6","62.6","31.8","0","2.3","5.6","54.9","39.4","0.01","0.1","0.19","1.61","1.24","102","100","100"
"United States of America","USA","North America","2007-01-06","2007","435","17.5","56.8","57","0","1.8","4.7","60.2","35.2","0","1.8","5.1","50.6","44.3","0","0.08","0.15","1.53","1.37","104","100","100"
"United States of America","USA","North America","2009-01-06","2009","435","17.4","57.3","58","0","2","6.5","54.6","39","0","2","5.1","50","44.9","0.01","0.09","0.22","1.38","1.53","103","100","100"
"United States of America","USA","North America","2011-01-06","2011","435","17.6","57.3","58","0","2","6.2","56.2","37.6","0","2","3.8","51.9","44.3","0.01","0.09","0.21","1.41","1.47","103","100","100"
"United States of America","USA","North America","2013-01-06","2013","435","18.7","57.3","58","0","2.2","7.8","51.7","40.5","0","2.2","6","40.5","53.6","0.01","0.09","0.26","1.31","1.58","103","100","100"
"United States of America","USA","North America","2015-01-06","2015","435","19.9","57.7","58","0","2.2","6.9","50.8","42.3","0","2.2","7.9","36","56.2","0","0.1","0.23","1.31","1.62","103","100","100"
"United States of America","USA","North America","2017-01-03","2017","435","20.4","58.5","59","0","1.1","6.1","49.3","44.5","0","1.1","4.3","44.1","51.6","0","0.05","0.21","1.29","1.69","105","100","100"
"United States of America","USA","North America","2021-01-03","2021","435","27.6","58.6","59","0","2.7","7.3","47.5","45.2","0","4.1","8.3","46.3","45.5","0.01","0.07","0.14","1.52","3.38","101","100","100"
"Uruguay","URY","South and Central America","2015-02-15","2015","99","18.8","50.8","53","3.2","12.9","16.1","67.7","16.1","8.3","8.3","16.7","66.7","16.7","0.18","0.51","0.5","1.92","0.76","129","48","90"
"Uzbekistan","UZB","Asia","2015-01-12","2015","150","0","43.9","43","3.4","21.2","36.3","60.3","3.4","0","0","0","0","0","0.14","0.63","0.89","1.87","0.18","98","99","1"
"Vanuatu","VUT","Pacific","2012-11-19","2012","7","0","49.2","51","7.7","7.7","23.1","69.2","7.7","0","0","0","0","0","0.37","0.28","0.69","2.22","0.4","843","22","34"
"Vanuatu","VUT","Pacific","2016-02-11","2016","7","0","58.3","60","0","0","0","50","50","0","0","0","0","0","0","0","0","1.59","2.64","743","12","25"
"Venezuela","VEN","South and Central America","2011-01-05","2011","167","17.3","52.5","50","2.9","5.7","8.6","68.6","22.9","0","5.7","0","75","25","0.13","0.2","0.24","2.07","1.03","97","22","100"
"Venezuela","VEN","South and Central America","2016-01-05","2016","167","21.6","48.9","48","11.8","19.6","27.5","47.1","25.5","22.2","33.3","44.4","44.4","11.1","0.57","0.69","0.77","1.38","1.07","100","31","100"
"Vietnam","VNM","Asia","2011-07-25","2011","498","24.4","49.8","51","3.4","7.4","13","81.6","5.4","11.5","24.6","36.1","62.3","1.6","0.15","0.24","0.33","2.48","0.28","100","100","100"
"Yemen","YEM","Middle East and North Africa","2003-05-10","2003","301","0.3","44.9","45","6.9","18.3","32.4","62.4","5.2","0","0","0","100","0","0.31","0.67","1.04","2.24","0.3","100","96","100"
"Zambia","ZMB","Sub-Saharan Africa","2011-10-06","2011","166","13.5","47.9","47","4.8","12.3","23.3","61.6","15.8","10","12.3","15","70","15","0.23","0.45","0.71","2.23","0.84","89","99","100"
"Zambia","ZMB","Sub-Saharan Africa","2016-09-23","2016","166","18.6","47.8","47","3","6","21","70.7","8.4","3.3","6.7","13.3","80","6.7","0.14","0.22","0.64","2.5","0.45","104","97","98"
